Month,Points,Ranking,Team
2016-11-01,1490,312,Sunderland AFC
2016-12-01,1522,215,Sunderland AFC
2017-01-01,1503,258,Sunderland AFC
2017-02-01,1488,317,Sunderland AFC
2017-03-01,1489,312,Sunderland AFC
2017-04-01,1478,334,Sunderland AFC
2017-05-01,1427,512,Sunderland AFC
2017-06-01,1432,492,Sunderland AFC
2017-07-01,1432,488,Sunderland AFC
2017-08-01,1432,489,Sunderland AFC
2017-09-01,1432,486,Sunderland AFC
2017-10-01,1432,487,Sunderland AFC
2017-11-01,1432,490,Sunderland AFC
2017-12-01,1432,485,Sunderland AFC
2018-01-01,1432,488,Sunderland AFC
2018-02-01,1432,487,Sunderland AFC
2018-03-01,1432,493,Sunderland AFC
2018-04-01,1432,494,Sunderland AFC
2018-05-01,1432,479,Sunderland AFC
2018-06-01,1432,489,Sunderland AFC
2018-07-01,1432,492,Sunderland AFC
2018-08-01,1432,487,Sunderland AFC
2018-09-01,1432,493,Sunderland AFC
2018-10-01,1432,496,Sunderland AFC
2018-11-01,1432,494,Sunderland AFC
2018-12-01,1432,498,Sunderland AFC
2019-01-01,1432,503,Sunderland AFC
2019-02-01,1432,493,Sunderland AFC
2019-03-01,1432,496,Sunderland AFC
2019-04-01,1432,494,Sunderland AFC
2019-05-01,1432,495,Sunderland AFC
2019-06-01,1432,492,Sunderland AFC
2019-07-01,1432,492,Sunderland AFC
2019-08-01,1432,488,Sunderland AFC
2019-09-01,1432,490,Sunderland AFC
2019-10-01,1432,498,Sunderland AFC
2019-11-01,1432,502,Sunderland AFC
2019-12-01,1432,500,Sunderland AFC
2020-01-01,1432,500,Sunderland AFC
2020-02-01,1432,501,Sunderland AFC
2020-03-01,1432,503,Sunderland AFC
2020-04-01,1432,510,Sunderland AFC
2020-05-01,1432,510,Sunderland AFC
2020-06-01,1432,511,Sunderland AFC
2020-07-01,1432,506,Sunderland AFC
2020-08-01,1432,509,Sunderland AFC
2020-09-01,1432,503,Sunderland AFC
2020-10-01,1432,506,Sunderland AFC
2020-11-01,1432,509,Sunderland AFC
2020-12-01,1432,517,Sunderland AFC
2021-01-01,1432,513,Sunderland AFC
2021-02-01,1432,516,Sunderland AFC
2021-03-01,1432,513,Sunderland AFC
2021-04-01,1432,510,Sunderland AFC
2021-05-01,1432,508,Sunderland AFC
2021-06-01,1432,509,Sunderland AFC
2021-07-01,1432,511,Sunderland AFC
2021-08-01,1432,513,Sunderland AFC
2021-09-01,1432,513,Sunderland AFC
2021-10-01,1432,507,Sunderland AFC
2021-11-01,1432,515,Sunderland AFC
2021-12-01,1432,517,Sunderland AFC
2022-01-01,1432,515,Sunderland AFC
2022-02-01,1432,522,Sunderland AFC
2022-03-01,1432,522,Sunderland AFC
2022-04-01,1432,521,Sunderland AFC
2022-05-01,1432,524,Sunderland AFC
2022-06-01,1432,523,Sunderland AFC
2022-07-01,1432,518,Sunderland AFC
2022-08-01,1432,518,Sunderland AFC
2022-09-01,1432,523,Sunderland AFC
2022-10-01,1432,521,Sunderland AFC
2022-11-01,1432,520,Sunderland AFC
2022-12-01,1432,513,Sunderland AFC
2023-01-01,1432,513,Sunderland AFC
2023-02-01,1432,529,Sunderland AFC
2023-03-01,1432,529,Sunderland AFC
2023-04-01,1432,525,Sunderland AFC
2023-05-01,1432,528,Sunderland AFC
2023-06-01,1432,530,Sunderland AFC
2023-07-01,1432,530,Sunderland AFC
2023-08-01,1432,532,Sunderland AFC
2023-09-01,1432,538,Sunderland AFC
2023-10-01,1432,540,Sunderland AFC
2023-11-01,1432,541,Sunderland AFC
2023-12-01,1432,540,Sunderland AFC
2024-01-01,1432,538,Sunderland AFC
2024-02-01,1432,540,Sunderland AFC
2024-03-01,1432,544,Sunderland AFC
2024-04-01,1432,540,Sunderland AFC
2024-05-01,1432,540,Sunderland AFC
2024-06-01,1432,541,Sunderland AFC
2024-07-01,1432,542,Sunderland AFC
2024-08-01,1432,539,Sunderland AFC
2024-09-01,1432,537,Sunderland AFC
2024-10-01,1432,544,Sunderland AFC
2024-11-01,1432,549,Sunderland AFC
2024-12-01,1432,544,Sunderland AFC
2025-01-01,1432,546,Sunderland AFC
2025-02-01,1432,551,Sunderland AFC
2025-03-01,1432,551,Sunderland AFC
2025-04-01,1432,548,Sunderland AFC
2025-05-01,1432,547,Sunderland AFC
2025-06-01,1432,549,Sunderland AFC
2025-07-01,1432,549,Sunderland AFC
2025-08-01,1432,551,Sunderland AFC
2025-09-01,1522,268,Sunderland AFC
2025-10-01,1564,177,Sunderland AFC
2025-11-01,1570,166,Sunderland AFC
2010-02-01,1647,34,Tottenham Hotspur FC
2010-03-01,1657,34,Tottenham Hotspur FC
2010-04-01,1685,25,Tottenham Hotspur FC
2010-05-01,1680,27,Tottenham Hotspur FC
2010-06-01,1669,31,Tottenham Hotspur FC
2010-07-01,1669,31,Tottenham Hotspur FC
2010-08-01,1669,30,Tottenham Hotspur FC
2010-09-01,1648,35,Tottenham Hotspur FC
2010-10-01,1665,25,Tottenham Hotspur FC
2010-11-01,1670,24,Tottenham Hotspur FC
2010-12-01,1718,14,Tottenham Hotspur FC
2011-01-01,1737,12,Tottenham Hotspur FC
2011-02-01,1725,17,Tottenham Hotspur FC
2011-03-01,1747,12,Tottenham Hotspur FC
2011-04-01,1725,16,Tottenham Hotspur FC
2011-05-01,1682,30,Tottenham Hotspur FC
2011-06-01,1698,21,Tottenham Hotspur FC
2011-07-01,1698,21,Tottenham Hotspur FC
2011-08-01,1698,21,Tottenham Hotspur FC
2011-09-01,1659,33,Tottenham Hotspur FC
2011-10-01,1717,13,Tottenham Hotspur FC
2011-11-01,1747,12,Tottenham Hotspur FC
2011-12-01,1767,10,Tottenham Hotspur FC
2012-01-01,1770,9,Tottenham Hotspur FC
2012-02-01,1765,10,Tottenham Hotspur FC
2012-03-01,1756,9,Tottenham Hotspur FC
2012-04-01,1713,20,Tottenham Hotspur FC
2012-05-01,1685,24,Tottenham Hotspur FC
2012-06-01,1713,20,Tottenham Hotspur FC
2012-07-01,1713,19,Tottenham Hotspur FC
2012-08-01,1713,19,Tottenham Hotspur FC
2012-09-01,1693,23,Tottenham Hotspur FC
2012-10-01,1726,21,Tottenham Hotspur FC
2012-11-01,1715,20,Tottenham Hotspur FC
2012-12-01,1693,24,Tottenham Hotspur FC
2013-01-01,1746,15,Tottenham Hotspur FC
2013-02-01,1739,15,Tottenham Hotspur FC
2013-03-01,1768,14,Tottenham Hotspur FC
2013-04-01,1740,15,Tottenham Hotspur FC
2013-05-01,1748,17,Tottenham Hotspur FC
2013-06-01,1773,15,Tottenham Hotspur FC
2013-07-01,1773,15,Tottenham Hotspur FC
2013-08-01,1773,15,Tottenham Hotspur FC
2013-09-01,1786,11,Tottenham Hotspur FC
2013-10-01,1789,15,Tottenham Hotspur FC
2013-11-01,1779,16,Tottenham Hotspur FC
2013-12-01,1744,19,Tottenham Hotspur FC
2014-01-01,1735,23,Tottenham Hotspur FC
2014-02-01,1754,22,Tottenham Hotspur FC
2014-03-01,1756,17,Tottenham Hotspur FC
2014-04-01,1717,22,Tottenham Hotspur FC
2014-05-01,1739,18,Tottenham Hotspur FC
2014-06-01,1717,25,Tottenham Hotspur FC
2014-07-01,1717,25,Tottenham Hotspur FC
2014-08-01,1717,25,Tottenham Hotspur FC
2014-09-01,1718,24,Tottenham Hotspur FC
2014-10-01,1697,31,Tottenham Hotspur FC
2014-11-01,1674,36,Tottenham Hotspur FC
2014-12-01,1697,32,Tottenham Hotspur FC
2015-01-01,1701,31,Tottenham Hotspur FC
2015-02-01,1736,23,Tottenham Hotspur FC
2015-03-01,1722,25,Tottenham Hotspur FC
2015-04-01,1723,24,Tottenham Hotspur FC
2015-05-01,1711,29,Tottenham Hotspur FC
2015-06-01,1696,33,Tottenham Hotspur FC
2015-07-01,1696,33,Tottenham Hotspur FC
2015-08-01,1696,33,Tottenham Hotspur FC
2015-09-01,1678,40,Tottenham Hotspur FC
2015-10-01,1733,23,Tottenham Hotspur FC
2015-11-01,1737,24,Tottenham Hotspur FC
2015-12-01,1763,18,Tottenham Hotspur FC
2016-01-01,1781,12,Tottenham Hotspur FC
2016-02-01,1782,14,Tottenham Hotspur FC
2016-03-01,1828,9,Tottenham Hotspur FC
2016-04-01,1798,10,Tottenham Hotspur FC
2016-05-01,1822,10,Tottenham Hotspur FC
2016-06-01,1758,18,Tottenham Hotspur FC
2016-07-01,1758,18,Tottenham Hotspur FC
2016-08-01,1758,19,Tottenham Hotspur FC
2016-09-01,1752,20,Tottenham Hotspur FC
2016-10-01,1782,13,Tottenham Hotspur FC
2016-11-01,1789,13,Tottenham Hotspur FC
2016-12-01,1760,18,Tottenham Hotspur FC
2017-01-01,1800,16,Tottenham Hotspur FC
2017-02-01,1836,10,Tottenham Hotspur FC
2017-03-01,1808,16,Tottenham Hotspur FC
2017-04-01,1821,11,Tottenham Hotspur FC
2017-05-01,1871,9,Tottenham Hotspur FC
2017-06-01,1891,8,Tottenham Hotspur FC
2017-07-01,1891,8,Tottenham Hotspur FC
2017-08-01,1891,8,Tottenham Hotspur FC
2017-09-01,1868,10,Tottenham Hotspur FC
2017-10-01,1921,9,Tottenham Hotspur FC
2017-11-01,1931,8,Tottenham Hotspur FC
2017-12-01,1906,10,Tottenham Hotspur FC
2018-01-01,1916,7,Tottenham Hotspur FC
2018-02-01,1922,7,Tottenham Hotspur FC
2018-03-01,1944,8,Tottenham Hotspur FC
2018-04-01,1936,8,Tottenham Hotspur FC
2018-05-01,1919,8,Tottenham Hotspur FC
2018-06-01,1901,7,Tottenham Hotspur FC
2018-07-01,1901,7,Tottenham Hotspur FC
2018-08-01,1901,7,Tottenham Hotspur FC
2018-09-01,1938,6,Tottenham Hotspur FC
2018-10-01,1889,9,Tottenham Hotspur FC
2018-11-01,1861,10,Tottenham Hotspur FC
2018-12-01,1902,8,Tottenham Hotspur FC
2019-01-01,1883,10,Tottenham Hotspur FC
2019-02-01,1874,11,Tottenham Hotspur FC
2019-03-01,1859,10,Tottenham Hotspur FC
2019-04-01,1846,13,Tottenham Hotspur FC
2019-05-01,1807,13,Tottenham Hotspur FC
2019-06-01,1817,12,Tottenham Hotspur FC
2019-07-01,1800,17,Tottenham Hotspur FC
2019-08-01,1800,16,Tottenham Hotspur FC
2019-09-01,1787,19,Tottenham Hotspur FC
2019-10-01,1791,22,Tottenham Hotspur FC
2019-11-01,1737,28,Tottenham Hotspur FC
2019-12-01,1788,19,Tottenham Hotspur FC
2020-01-01,1756,27,Tottenham Hotspur FC
2020-02-01,1733,27,Tottenham Hotspur FC
2020-03-01,1738,27,Tottenham Hotspur FC
2020-04-01,1705,40,Tottenham Hotspur FC
2020-05-01,1705,40,Tottenham Hotspur FC
2020-06-01,1705,40,Tottenham Hotspur FC
2020-07-01,1713,37,Tottenham Hotspur FC
2020-08-01,1736,29,Tottenham Hotspur FC
2020-09-01,1736,32,Tottenham Hotspur FC
2020-10-01,1732,33,Tottenham Hotspur FC
2020-11-01,1774,24,Tottenham Hotspur FC
2020-12-01,1829,15,Tottenham Hotspur FC
2021-01-01,1789,20,Tottenham Hotspur FC
2021-02-01,1752,27,Tottenham Hotspur FC
2021-03-01,1743,32,Tottenham Hotspur FC
2021-04-01,1765,26,Tottenham Hotspur FC
2021-05-01,1745,29,Tottenham Hotspur FC
2021-06-01,1744,32,Tottenham Hotspur FC
2021-07-01,1744,31,Tottenham Hotspur FC
2021-08-01,1744,34,Tottenham Hotspur FC
2021-09-01,1778,23,Tottenham Hotspur FC
2021-10-01,1711,45,Tottenham Hotspur FC
2021-11-01,1693,53,Tottenham Hotspur FC
2021-12-01,1701,45,Tottenham Hotspur FC
2022-01-01,1733,37,Tottenham Hotspur FC
2022-02-01,1753,29,Tottenham Hotspur FC
2022-03-01,1737,35,Tottenham Hotspur FC
2022-04-01,1774,26,Tottenham Hotspur FC
2022-05-01,1782,24,Tottenham Hotspur FC
2022-06-01,1837,14,Tottenham Hotspur FC
2022-07-01,1837,15,Tottenham Hotspur FC
2022-08-01,1837,15,Tottenham Hotspur FC
2022-09-01,1856,11,Tottenham Hotspur FC
2022-10-01,1855,12,Tottenham Hotspur FC
2022-11-01,1820,17,Tottenham Hotspur FC
2022-12-01,1825,15,Tottenham Hotspur FC
2023-01-01,1822,16,Tottenham Hotspur FC
2023-02-01,1793,20,Tottenham Hotspur FC
2023-03-01,1792,20,Tottenham Hotspur FC
2023-04-01,1769,24,Tottenham Hotspur FC
2023-05-01,1727,44,Tottenham Hotspur FC
2023-06-01,1717,42,Tottenham Hotspur FC
2023-07-01,1717,44,Tottenham Hotspur FC
2023-08-01,1717,45,Tottenham Hotspur FC
2023-09-01,1761,27,Tottenham Hotspur FC
2023-10-01,1807,20,Tottenham Hotspur FC
2023-11-01,1833,18,Tottenham Hotspur FC
2023-12-01,1754,30,Tottenham Hotspur FC
2024-01-01,1783,23,Tottenham Hotspur FC
2024-02-01,1790,22,Tottenham Hotspur FC
2024-03-01,1774,24,Tottenham Hotspur FC
2024-04-01,1793,21,Tottenham Hotspur FC
2024-05-01,1762,29,Tottenham Hotspur FC
2024-06-01,1742,39,Tottenham Hotspur FC
2024-07-01,1742,37,Tottenham Hotspur FC
2024-08-01,1742,37,Tottenham Hotspur FC
2024-09-01,1753,28,Tottenham Hotspur FC
2024-10-01,1783,23,Tottenham Hotspur FC
2024-11-01,1772,30,Tottenham Hotspur FC
2024-12-01,1806,20,Tottenham Hotspur FC
2025-01-01,1741,38,Tottenham Hotspur FC
2025-02-01,1691,60,Tottenham Hotspur FC
2025-03-01,1730,44,Tottenham Hotspur FC
2025-04-01,1711,53,Tottenham Hotspur FC
2025-05-01,1678,70,Tottenham Hotspur FC
2025-06-01,1676,71,Tottenham Hotspur FC
2025-07-01,1676,71,Tottenham Hotspur FC
2025-08-01,1676,71,Tottenham Hotspur FC
2025-09-01,1756,34,Tottenham Hotspur FC
2025-10-01,1785,27,Tottenham Hotspur FC
2025-11-01,1768,28,Tottenham Hotspur FC
2010-02-01,1491,303,West Ham United FC
2010-03-01,1512,192,West Ham United FC
2010-04-01,1436,506,West Ham United FC
2010-05-01,1465,365,West Ham United FC
2010-06-01,1464,374,West Ham United FC
2010-07-01,1464,375,West Ham United FC
2010-08-01,1464,374,West Ham United FC
2010-09-01,1425,536,West Ham United FC
2010-10-01,1448,459,West Ham United FC
2010-11-01,1436,499,West Ham United FC
2010-12-01,1451,405,West Ham United FC
2011-01-01,1478,336,West Ham United FC
2011-02-01,1475,348,West Ham United FC
2011-03-01,1518,193,West Ham United FC
2011-04-01,1550,139,West Ham United FC
2011-05-01,1498,294,West Ham United FC
2011-06-01,1447,471,West Ham United FC
2011-07-01,1447,468,West Ham United FC
2011-08-01,1447,474,West Ham United FC
2011-09-01,1447,472,West Ham United FC
2011-10-01,1447,472,West Ham United FC
2011-11-01,1447,469,West Ham United FC
2011-12-01,1447,468,West Ham United FC
2012-01-01,1447,467,West Ham United FC
2012-02-01,1447,467,West Ham United FC
2012-03-01,1447,460,West Ham United FC
2012-04-01,1447,461,West Ham United FC
2012-05-01,1447,464,West Ham United FC
2012-06-01,1447,453,West Ham United FC
2012-07-01,1447,455,West Ham United FC
2012-08-01,1447,451,West Ham United FC
2012-09-01,1449,448,West Ham United FC
2012-10-01,1486,311,West Ham United FC
2012-11-01,1502,233,West Ham United FC
2012-12-01,1522,193,West Ham United FC
2013-01-01,1517,205,West Ham United FC
2013-02-01,1484,321,West Ham United FC
2013-03-01,1481,330,West Ham United FC
2013-04-01,1521,202,West Ham United FC
2013-05-01,1559,127,West Ham United FC
2013-06-01,1556,133,West Ham United FC
2013-07-01,1556,135,West Ham United FC
2013-08-01,1556,139,West Ham United FC
2013-09-01,1551,150,West Ham United FC
2013-10-01,1528,189,West Ham United FC
2013-11-01,1566,131,West Ham United FC
2013-12-01,1547,148,West Ham United FC
2014-01-01,1501,252,West Ham United FC
2014-02-01,1507,229,West Ham United FC
2014-03-01,1592,92,West Ham United FC
2014-04-01,1579,106,West Ham United FC
2014-05-01,1534,168,West Ham United FC
2014-06-01,1561,130,West Ham United FC
2014-07-01,1561,130,West Ham United FC
2014-08-01,1561,126,West Ham United FC
2014-09-01,1554,136,West Ham United FC
2014-10-01,1582,107,West Ham United FC
2014-11-01,1630,63,West Ham United FC
2014-12-01,1626,68,West Ham United FC
2015-01-01,1644,56,West Ham United FC
2015-02-01,1636,59,West Ham United FC
2015-03-01,1619,74,West Ham United FC
2015-04-01,1609,77,West Ham United FC
2015-05-01,1581,106,West Ham United FC
2015-06-01,1534,186,West Ham United FC
2015-07-01,1534,183,West Ham United FC
2015-08-01,1534,178,West Ham United FC
2015-09-01,1578,116,West Ham United FC
2015-10-01,1609,83,West Ham United FC
2015-11-01,1632,63,West Ham United FC
2015-12-01,1613,80,West Ham United FC
2016-01-01,1629,66,West Ham United FC
2016-02-01,1655,47,West Ham United FC
2016-03-01,1653,46,West Ham United FC
2016-04-01,1697,35,West Ham United FC
2016-05-01,1729,27,West Ham United FC
2016-06-01,1684,37,West Ham United FC
2016-07-01,1684,37,West Ham United FC
2016-08-01,1684,38,West Ham United FC
2016-09-01,1662,43,West Ham United FC
2016-10-01,1579,118,West Ham United FC
2016-11-01,1585,113,West Ham United FC
2016-12-01,1586,111,West Ham United FC
2017-01-01,1614,85,West Ham United FC
2017-02-01,1632,70,West Ham United FC
2017-03-01,1634,70,West Ham United FC
2017-04-01,1592,107,West Ham United FC
2017-05-01,1581,123,West Ham United FC
2017-06-01,1599,102,West Ham United FC
2017-07-01,1599,105,West Ham United FC
2017-08-01,1599,104,West Ham United FC
2017-09-01,1558,154,West Ham United FC
2017-10-01,1580,126,West Ham United FC
2017-11-01,1548,178,West Ham United FC
2017-12-01,1503,263,West Ham United FC
2018-01-01,1552,169,West Ham United FC
2018-02-01,1595,111,West Ham United FC
2018-03-01,1585,125,West Ham United FC
2018-04-01,1535,206,West Ham United FC
2018-05-01,1543,186,West Ham United FC
2018-06-01,1604,113,West Ham United FC
2018-07-01,1604,113,West Ham United FC
2018-08-01,1604,113,West Ham United FC
2018-09-01,1571,151,West Ham United FC
2018-10-01,1617,102,West Ham United FC
2018-11-01,1600,115,West Ham United FC
2018-12-01,1602,111,West Ham United FC
2019-01-01,1617,99,West Ham United FC
2019-02-01,1585,134,West Ham United FC
2019-03-01,1605,111,West Ham United FC
2019-04-01,1568,153,West Ham United FC
2019-05-01,1584,131,West Ham United FC
2019-06-01,1636,86,West Ham United FC
2019-07-01,1636,85,West Ham United FC
2019-08-01,1636,87,West Ham United FC
2019-09-01,1656,68,West Ham United FC
2019-10-01,1672,61,West Ham United FC
2019-11-01,1626,87,West Ham United FC
2019-12-01,1599,112,West Ham United FC
2020-01-01,1564,155,West Ham United FC
2020-02-01,1561,164,West Ham United FC
2020-03-01,1572,145,West Ham United FC
2020-04-01,1566,155,West Ham United FC
2020-05-01,1566,155,West Ham United FC
2020-06-01,1566,152,West Ham United FC
2020-07-01,1539,202,West Ham United FC
2020-08-01,1595,116,West Ham United FC
2020-09-01,1595,118,West Ham United FC
2020-10-01,1594,125,West Ham United FC
2020-11-01,1649,69,West Ham United FC
2020-12-01,1675,58,West Ham United FC
2021-01-01,1651,71,West Ham United FC
2021-02-01,1683,51,West Ham United FC
2021-03-01,1721,41,West Ham United FC
2021-04-01,1722,38,West Ham United FC
2021-05-01,1716,43,West Ham United FC
2021-06-01,1735,34,West Ham United FC
2021-07-01,1735,34,West Ham United FC
2021-08-01,1735,35,West Ham United FC
2021-09-01,1761,25,West Ham United FC
2021-10-01,1772,23,West Ham United FC
2021-11-01,1800,19,West Ham United FC
2021-12-01,1798,22,West Ham United FC
2022-01-01,1766,25,West Ham United FC
2022-02-01,1748,32,West Ham United FC
2022-03-01,1753,32,West Ham United FC
2022-04-01,1750,34,West Ham United FC
2022-05-01,1708,48,West Ham United FC
2022-06-01,1686,55,West Ham United FC
2022-07-01,1686,55,West Ham United FC
2022-08-01,1686,55,West Ham United FC
2022-09-01,1658,70,West Ham United FC
2022-10-01,1642,81,West Ham United FC
2022-11-01,1667,65,West Ham United FC
2022-12-01,1625,98,West Ham United FC
2023-01-01,1593,137,West Ham United FC
2023-02-01,1597,132,West Ham United FC
2023-03-01,1622,107,West Ham United FC
2023-04-01,1621,102,West Ham United FC
2023-05-01,1650,79,West Ham United FC
2023-06-01,1661,76,West Ham United FC
2023-07-01,1675,65,West Ham United FC
2023-08-01,1675,62,West Ham United FC
2023-09-01,1723,41,West Ham United FC
2023-10-01,1725,36,West Ham United FC
2023-11-01,1690,58,West Ham United FC
2023-12-01,1711,48,West Ham United FC
2024-01-01,1773,25,West Ham United FC
2024-02-01,1760,27,West Ham United FC
2024-03-01,1695,52,West Ham United FC
2024-04-01,1701,50,West Ham United FC
2024-05-01,1668,69,West Ham United FC
2024-06-01,1659,86,West Ham United FC
2024-07-01,1659,86,West Ham United FC
2024-08-01,1659,85,West Ham United FC
2024-09-01,1671,71,West Ham United FC
2024-10-01,1656,84,West Ham United FC
2024-11-01,1668,76,West Ham United FC
2024-12-01,1666,76,West Ham United FC
2025-01-01,1654,84,West Ham United FC
2025-02-01,1644,93,West Ham United FC
2025-03-01,1656,86,West Ham United FC
2025-04-01,1648,91,West Ham United FC
2025-05-01,1614,120,West Ham United FC
2025-06-01,1651,86,West Ham United FC
2025-07-01,1651,84,West Ham United FC
2025-08-01,1651,86,West Ham United FC
2025-09-01,1619,110,West Ham United FC
2025-10-01,1580,156,West Ham United FC
2025-11-01,1629,101,West Ham United FC
2010-02-01,1436,491,Wolverhampton Wanderers FC
2010-03-01,1432,511,Wolverhampton Wanderers FC
2010-04-01,1490,312,Wolverhampton Wanderers FC
2010-05-01,1491,306,Wolverhampton Wanderers FC
2010-06-01,1483,324,Wolverhampton Wanderers FC
2010-07-01,1483,325,Wolverhampton Wanderers FC
2010-08-01,1483,320,Wolverhampton Wanderers FC
2010-09-01,1507,214,Wolverhampton Wanderers FC
2010-10-01,1475,343,Wolverhampton Wanderers FC
2010-11-01,1470,356,Wolverhampton Wanderers FC
2010-12-01,1453,399,Wolverhampton Wanderers FC
2011-01-01,1462,379,Wolverhampton Wanderers FC
2011-02-01,1441,482,Wolverhampton Wanderers FC
2011-03-01,1487,312,Wolverhampton Wanderers FC
2011-04-01,1515,200,Wolverhampton Wanderers FC
2011-05-01,1476,348,Wolverhampton Wanderers FC
2011-06-01,1513,215,Wolverhampton Wanderers FC
2011-07-01,1513,208,Wolverhampton Wanderers FC
2011-08-01,1513,213,Wolverhampton Wanderers FC
2011-09-01,1562,118,Wolverhampton Wanderers FC
2011-10-01,1496,293,Wolverhampton Wanderers FC
2011-11-01,1463,376,Wolverhampton Wanderers FC
2011-12-01,1467,365,Wolverhampton Wanderers FC
2012-01-01,1475,343,Wolverhampton Wanderers FC
2012-02-01,1446,471,Wolverhampton Wanderers FC
2012-03-01,1446,462,Wolverhampton Wanderers FC
2012-04-01,1380,738,Wolverhampton Wanderers FC
2012-05-01,1383,724,Wolverhampton Wanderers FC
2012-06-01,1387,712,Wolverhampton Wanderers FC
2012-07-01,1387,708,Wolverhampton Wanderers FC
2012-08-01,1387,711,Wolverhampton Wanderers FC
2012-09-01,1387,710,Wolverhampton Wanderers FC
2012-10-01,1387,711,Wolverhampton Wanderers FC
2012-11-01,1387,713,Wolverhampton Wanderers FC
2012-12-01,1387,716,Wolverhampton Wanderers FC
2013-01-01,1387,721,Wolverhampton Wanderers FC
2013-02-01,1387,719,Wolverhampton Wanderers FC
2013-03-01,1387,710,Wolverhampton Wanderers FC
2013-04-01,1387,707,Wolverhampton Wanderers FC
2013-05-01,1387,714,Wolverhampton Wanderers FC
2013-06-01,1387,713,Wolverhampton Wanderers FC
2013-07-01,1387,711,Wolverhampton Wanderers FC
2013-08-01,1387,717,Wolverhampton Wanderers FC
2013-09-01,1387,720,Wolverhampton Wanderers FC
2013-10-01,1387,713,Wolverhampton Wanderers FC
2013-11-01,1387,713,Wolverhampton Wanderers FC
2013-12-01,1387,712,Wolverhampton Wanderers FC
2014-01-01,1387,706,Wolverhampton Wanderers FC
2014-02-01,1387,711,Wolverhampton Wanderers FC
2014-03-01,1387,709,Wolverhampton Wanderers FC
2014-04-01,1387,711,Wolverhampton Wanderers FC
2014-05-01,1387,709,Wolverhampton Wanderers FC
2014-06-01,1387,706,Wolverhampton Wanderers FC
2014-07-01,1387,706,Wolverhampton Wanderers FC
2014-08-01,1387,707,Wolverhampton Wanderers FC
2014-09-01,1387,701,Wolverhampton Wanderers FC
2014-10-01,1387,700,Wolverhampton Wanderers FC
2014-11-01,1387,701,Wolverhampton Wanderers FC
2014-12-01,1387,701,Wolverhampton Wanderers FC
2015-01-01,1387,703,Wolverhampton Wanderers FC
2015-02-01,1387,704,Wolverhampton Wanderers FC
2015-03-01,1387,702,Wolverhampton Wanderers FC
2015-04-01,1387,699,Wolverhampton Wanderers FC
2015-05-01,1387,695,Wolverhampton Wanderers FC
2015-06-01,1387,698,Wolverhampton Wanderers FC
2015-07-01,1387,704,Wolverhampton Wanderers FC
2015-08-01,1387,708,Wolverhampton Wanderers FC
2015-09-01,1387,701,Wolverhampton Wanderers FC
2015-10-01,1387,702,Wolverhampton Wanderers FC
2015-11-01,1387,698,Wolverhampton Wanderers FC
2015-12-01,1387,705,Wolverhampton Wanderers FC
2016-01-01,1387,699,Wolverhampton Wanderers FC
2016-02-01,1387,700,Wolverhampton Wanderers FC
2016-03-01,1387,696,Wolverhampton Wanderers FC
2016-04-01,1387,691,Wolverhampton Wanderers FC
2016-05-01,1387,694,Wolverhampton Wanderers FC
2016-06-01,1387,698,Wolverhampton Wanderers FC
2016-07-01,1387,703,Wolverhampton Wanderers FC
2016-08-01,1387,706,Wolverhampton Wanderers FC
2016-09-01,1387,706,Wolverhampton Wanderers FC
2016-10-01,1387,706,Wolverhampton Wanderers FC
2016-11-01,1387,700,Wolverhampton Wanderers FC
2016-12-01,1387,707,Wolverhampton Wanderers FC
2017-01-01,1387,716,Wolverhampton Wanderers FC
2017-02-01,1387,715,Wolverhampton Wanderers FC
2017-03-01,1387,706,Wolverhampton Wanderers FC
2017-04-01,1387,702,Wolverhampton Wanderers FC
2017-05-01,1387,699,Wolverhampton Wanderers FC
2017-06-01,1387,693,Wolverhampton Wanderers FC
2017-07-01,1387,690,Wolverhampton Wanderers FC
2017-08-01,1387,690,Wolverhampton Wanderers FC
2017-09-01,1387,700,Wolverhampton Wanderers FC
2017-10-01,1387,706,Wolverhampton Wanderers FC
2017-11-01,1387,713,Wolverhampton Wanderers FC
2017-12-01,1387,719,Wolverhampton Wanderers FC
2018-01-01,1387,715,Wolverhampton Wanderers FC
2018-02-01,1387,712,Wolverhampton Wanderers FC
2018-03-01,1387,709,Wolverhampton Wanderers FC
2018-04-01,1387,718,Wolverhampton Wanderers FC
2018-05-01,1387,718,Wolverhampton Wanderers FC
2018-06-01,1387,714,Wolverhampton Wanderers FC
2018-07-01,1387,716,Wolverhampton Wanderers FC
2018-08-01,1387,717,Wolverhampton Wanderers FC
2018-09-01,1400,645,Wolverhampton Wanderers FC
2018-10-01,1477,336,Wolverhampton Wanderers FC
2018-11-01,1468,349,Wolverhampton Wanderers FC
2018-12-01,1434,488,Wolverhampton Wanderers FC
2019-01-01,1544,196,Wolverhampton Wanderers FC
2019-02-01,1555,175,Wolverhampton Wanderers FC
2019-03-01,1567,154,Wolverhampton Wanderers FC
2019-04-01,1567,154,Wolverhampton Wanderers FC
2019-05-01,1618,96,Wolverhampton Wanderers FC
2019-06-01,1621,101,Wolverhampton Wanderers FC
2019-07-01,1621,101,Wolverhampton Wanderers FC
2019-08-01,1621,101,Wolverhampton Wanderers FC
2019-09-01,1634,89,Wolverhampton Wanderers FC
